X,Y,FNO,F_NAME,HMIS_,PROV,DIST,DIVISION,LOCATION,SUB_LOCATI,LONG,LAT,SPATIAL_RE,F_TYPE,AGENCY,N14,N15
39.936409,-3.18239,5,DAGAMRA DISP,521,COAST,MALINDI,MARAFA,DAGAMRA,BATE,39.936409,-3.182390,DANIDA,4,MOH,,
40.093725,-2.917646,,FUNDISA DISP,2937,COAST,MALINDI,MAGARINI,FUNDISA,FUNDISA,40.093725,-2.917646,DHMT,4,MOH,,
40.116335,-3.197483,6,GALANA HOSPITAL,564,COAST,MALINDI,MALINDI,MALINDI,SABAKI,40.116335,-3.197483,AMKENI,1,MISS,,
39.891178,-3.13094,7,GARASHI DISP,526,COAST,MALINDI,MARAFA,GARASHI,MIKUYUNI(MALINDI),39.891178,-3.130940,DANIDA,4,MOH,,
40.050652,-3.284649,8,GEDE DISP,527,COAST,MALINDI,MALINDI,WATAMU,CHEMBE KIBABA MUCHE,40.050652,-3.284649,DANIDA,4,MOH,,
40.133381,-3.03614,9,GONGONI DISP,530,COAST,MALINDI,MAGARINI,GONGONI,GONGONI,40.133381,-3.036140,DANIDA,4,MOH,,
39.905842,-3.18922,10,JILORE HEALTH CENTRE,533,COAST,MALINDI,MALINDI,JILORE,JILORE/ZIAN,39.905842,-3.189220,DANIDA,3,MOH,,
39.86591,-3.16443,11,KAKONENI DISP,535,COAST,MALINDI,MALINDI,JILORE,KAKONENI,39.865910,-3.164430,DANIDA,4,MOH,,
40.001911,-3.22065,12,KAKUYUNI DISP,536,COAST,MALINDI,MALINDI,GOSHI,KAKUYUNI(MALINDI),40.001911,-3.220650,DANIDA,4,MOH,,
39.792298,-3.257113,14,MALANGA SDA DISPENSARY,,COAST,MALINDI,MALINDI,LANGOBAYA,MALANGA(MALINDI),39.792298,-3.257113,AMKENI,4,MISS,,
40.1182,-3.2165,15,MALINDI DISTRICT HOSPITAL,566,COAST,MALINDI,MALINDI,MALINDI,BARANI,40.118200,-3.216500,KEMRI-KILIFI PROJECT,1,MOH,,
40.136879,-3.11815,16,MAMBRUI DISP,542,COAST,MALINDI,MAGARINI,MAGARINI,MAMBRUI,40.136879,-3.118150,DANIDA,4,MOH,,
39.959728,-3.02833,17,MARAFA HEALTH CENTRE (MAGARINI),561,COAST,MALINDI,MARAFA,MARAFA,MADINA,39.959728,-3.028330,DANIDA,3,MOH,,
40.144611,-2.863,18,MARERENI DISP,3765,COAST,MALINDI,MAGARINI,FUNDISA,MARERENI,40.144611,-2.863000,DANIDA,4,MOH,,
40.112049,-3.09027,19,MARIKEBUNI DISP,543,COAST,MALINDI,MAGARINI,MAGARINI,MARIKEBUNI,40.112049,-3.090270,DANIDA,4,MOH,,
40.031232,-3.195264,20,MERE SDA DISP,,COAST,MALINDI,MALINDI,GOSHI,MALIMO,40.031232,-3.195264,AMKENI,4,MISS,,
40.037835,-2.702209,21,MIDZIJINI DISP,3766,COAST,MALINDI,MARAFA,ADU,RAMADA,40.037835,-2.702209,SUBLOC CENTROID,4,MISS,,
40.114903,-3.232732,22,MUNICIPAL HEALTH CENTRE,4350,COAST,MALINDI,MALINDI,MALINDI,SHELLA(MALINDI),40.114903,-3.232732,AMKENI,3,LA,,
40.140365,-2.963256,,NEEMA MEDICAL DISP,,COAST,MALINDI,MAGARINI,FUNDISA,FUNDISA,40.140365,-2.963256,DHMT,4,MISS,,
40.18,-3.01,23,NGOMENI DISP,549,COAST,MALINDI,MAGARINI,GONGONI,NGOMENI,40.180000,-3.010000,DANIDA,4,MOH,,
39.822899,-3.02801,25,SOSONI DISP,553,COAST,MALINDI,MARAFA,BUNGALE,DAKACHA,39.822899,-3.028010,DANIDA,4,MOH,,
40.112698,-3.220937,26,TAWFIQ MUSLIM HOSPITAL,2940,COAST,MALINDI,MALINDI,MALINDI,SHELLA(MALINDI),40.112698,-3.220937,AMKENI,1,MISS,,
40.114882,-3.216853,27,TAWHEED MUSLIM DISP,,COAST,MALINDI,MALINDI,MALINDI,BARANI,40.114882,-3.216853,AMKENI,4,MISS,,
40.01693,-3.35175,28,WATAMU SDA DISP,2917,COAST,MALINDI,MALINDI,WATAMU,WATAMU,40.016930,-3.351750,PSI,4,MISS,,
39.663987,-4.041251,1,ALMS HOUSE DISP,643,COAST,MOMBASA,ISLAND,TONONOKA,TONONOKA,39.663987,-4.041251,DSA/DFH(MOH)-UNFPA REPORT,4,LA,,
,,2,AMANI MEDICAL DISP,3534,COAST,MOMBASA,,,,,,,4,MISS,,
39.714984,-4.005339,3,ANNEXE DISP,4517,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,39.714984,-4.005339,DSA/DFH(MOH)-UNFPA REPORT,4,MOH,,
,,4,BAHARI DISP,632,COAST,MOMBASA,,,,,,,4,LA,,
39.707035,-3.973318,5,BAMBURI DISP,644,COAST,MOMBASA,KISAUNI,BAMBURI,BAMBURI,39.707035,-3.973318,SUBLOC CENTROID,4,LA,,
39.61943,-4.016913,6,CHAANI DISP,645,COAST,MOMBASA,CHANGAMWE,CHANGAMWE,CHANGAMWE,39.619430,-4.016913,SUBLOC CENTROID,4,LA,,
39.677362,-4.059355,7,COAST PROVINCIAL GENERAL HOSP.,696,COAST,MOMBASA,ISLAND,OLD TOWN,OLD T.(MAKADARA WARD,39.677362,-4.059355,HD MAPS,2,MOH,,
39.644637,-4.100958,8,CRESCENT MEDICAL AID DISP,3303,COAST,MOMBASA,LIKONI,LIKONI,TIMBWANI,39.644637,-4.100958,AMKENI,4,MISS,,
,,9,CYNN MED DISP,3836,COAST,MOMBASA,,,,,,,4,MISS,,
,,10,DOGA DISP,3538,COAST,MOMBASA,,,,,,,4,MISS,,
39.665141,-4.056412,11,ELIZA MEDICAL RENT DISP,4530,COAST,MOMBASA,ISLAND,MAJENGO,MWEMBE TAYARI,39.665141,-4.056412,ILRI MKT CENTRES,4,MISS,,
39.658767,-4.065307,12,GANJONI (CDC) DISP,648,COAST,MOMBASA,ISLAND,GANJONI,GANJONI,39.658767,-4.065307,SUBLOC CENTROID,4,LA,,
39.680918,-4.064671,13,HOLY GHOST CATHEDRAL DISP,3307,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),39.680918,-4.064671,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,,
,,14,JADESHI MEMORIAL DISP,4529,COAST,MOMBASA,,,,,,,4,MISS,,
,,15,JAFAGOS MEDICAL CENTRE,4525,COAST,MOMBASA,,,,,,,4,MISS,,
,,16,JAMIA PLAZA DISP,,COAST,MOMBASA,,,,,,,4,NGO,,
39.598962,-3.987726,17,JOMVU KUU HEALTH CENTRE,685,COAST,MOMBASA,CHANGAMWE,MIRITINI,JOMVU KUU,39.598962,-3.987726,DSA/DFH(MOH)-UNFPA REPORT,3,LA,,
39.596276,-3.990976,18,JOMVU REFUGEE CAMP,,COAST,MOMBASA,CHANGAMWE,MIRITINI,JOMVU KUU,39.596276,-3.990976,DSA/DFH(MOH)-UNFPA REPORT,4,NGO,,
39.65,-4.08,19,KILINDINI PORT DISP,651,COAST,MOMBASA,LIKONI,LIKONI,BOFU(MOMBASA),39.650000,-4.080000,ILRI VILLAGES,4,MOH,,
39.692579,-4.030596,20,KISAUNI DISP,653,COAST,MOMBASA,KISAUNI,KONGOWEA,MAWENI,39.692579,-4.030596,ILRI MKT CENTRES,4,MOH,,
39.684077,-4.041348,21,KONGOWEA HEALTH CENTRE,683,COAST,MOMBASA,KISAUNI,KONGOWEA,KONGOWEA,39.684077,-4.041348,AMKENI,3,MOH,,
39.68,-4.039701,22,KONGOWEA MED DISP,4523,COAST,MOMBASA,KISAUNI,KONGOWEA,KONGOWEA,39.680000,-4.039701,ILRI MKT CENTRES,4,MISS,,
39.6,-4.04,23,KWA JOMVU HEALTH CENTRE,684,COAST,MOMBASA,CHANGAMWE,PORT REITZ,PORT REITZ,39.600000,-4.040000,ILRI VILLAGES,3,LA,,
39.655484,-4.085214,24,LIKONI HEALTH CENTRE,687,COAST,MOMBASA,LIKONI,LIKONI,TIMBWANI,39.655484,-4.085214,AMKENI,3,MOH,,
39.644641,-4.111836,25,LIKONI MISSION DISP,655,COAST,MOMBASA,LIKONI,SHIKA ADABU,VIJIWENI,39.644641,-4.111836,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,,
,,26,M.E.W.A  HOSPITAL,4471,COAST,MOMBASA,,,,,,,1,MISS,,
39.63,-4.0352,27,MAGONGO HEALTH CENTRE,688,COAST,MOMBASA,CHANGAMWE,KIPEVU,KIPEVU,39.630000,-4.035200,ILRI VILLAGES,3,LA,,
39.66667,-4.031532,28,MAJENGO DISP,689,COAST,MOMBASA,ISLAND,TUDOR,TUDOR FOUR,39.666670,-4.031532,1:50000 MAPS,4,LA,,
39.663509,-4.058393,29,MAJENGO MCH/FP CLINIC,,COAST,MOMBASA,ISLAND,MAJENGO,MAJENGO(MOMBASA),39.663509,-4.058393,DSA/DFH(MOH)-UNFPA REPORT,4,NGO,,
39.655225,-4.03153,30,MAKUPA HEALTH CENTRE,690,COAST,MOMBASA,ISLAND,TUDOR,TUDOR,39.655225,-4.031530,1:50000 MAPS,3,LA,,
39.660636,-4.045181,31,MAKUPA MCH/FP CLINIC,,COAST,MOMBASA,ISLAND,MAJENGO,MAJENGO(MOMBASA),39.660636,-4.045181,DSA/DFH(MOH)-UNFPA REPORT,4,NGO,,
,,32,MARY IMMACULATE DISPENSARY,,COAST,MOMBASA,,,,,,,4,MISS,,
,,33,MAUNGUJA DISP,659,COAST,MOMBASA,,,,,,,4,LA,,
,,34,MIKINDANI DISP,3305,COAST,MOMBASA,,,,,,,4,MOH,,
39.648458,-4.029325,35,MIKINDANI MISSION DISP,660,COAST,MOMBASA,CHANGAMWE,MIKINDANI,BIRIKANI,39.648458,-4.029325,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,,
39.58529,-4.010761,36,MIRITINI DISP,4508,COAST,MOMBASA,CHANGAMWE,MIRITINI,MIRITINI,39.585290,-4.010761,SUBLOC CENTROID,4,LA,,
39.674068,-4.063657,37,MKOMANI HARAMBEE DISP,661,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),39.674068,-4.063657,DSA/DFH(MOH)-UNFPA REPORT,4,NGO,,
,,38,MLALEO MEDICAL DISP,4518,COAST,MOMBASA,,,,,,,4,MISS,,
39.651523,-4.045337,39,MOW SHIMANZI DISP,656,COAST,MOMBASA,ISLAND,RAILWAY,SHIMANZI,39.651523,-4.045337,SUBLOC CENTROID,4,LA,,
39.641934,-4.068683,40,MTONGWE DISP,3959,COAST,MOMBASA,LIKONI,MTONGWE,MTONGWE,39.641934,-4.068683,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,,
39.639063,-4.081243,41,MTONGWE HEALTH CENTRE,692,COAST,MOMBASA,LIKONI,MTONGWE,MTONGWE,39.639063,-4.081243,AMKENI,3,MOH,,
,,42,MTOPANGA DISP,4526,COAST,MOMBASA,,,,,,,4,MISS,,
,,43,MTUPANGA (ELIZA) DISP,3077,COAST,MOMBASA,,,,,,,4,MISS,,
39.67,-4.05,44,MVITA DISP (MOMBASA),638,COAST,MOMBASA,ISLAND,TONONOKA,BONDENI(MOMBASA),39.670000,-4.050000,ILRI VILLAGES,4,LA,,
39.685962,-3.960939,45,MWAKIRUGE DISP,663,COAST,MOMBASA,KISAUNI,BAMBURI,MWAKIRUNGE,39.685962,-3.960939,DSA/DFH(MOH)-UNFPA REPORT,4,LA,,
39.672694,-4.064651,46,MWEMBE TAYARI SUB HEALTH CENTRE,664,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),39.672694,-4.064651,DDP,3,LA,,
39.67,-4.06,47,NGOMEN DISP,2370,COAST,MOMBASA,ISLAND,MAJENGO,MWEMBE TAYARI,39.670000,-4.060000,ILRI VILLAGES,4,MOH,,
39.674455,-4.05783,48,OLD TOWN KADER BHOY DISP,667,COAST,MOMBASA,ISLAND,OLD TOWN,OLD T.(MAKADARA WARD,39.674455,-4.057830,SUBLOC CENTROID,4,LA,,
39.602867,-4.039267,49,PORT REITZ DISTRICT HOSPITAL,700,COAST,MOMBASA,CHANGAMWE,PORT REITZ,PORT REITZ,39.602867,-4.039267,AMKENI,1,MOH,,
,,50,ROUND TABLE DISP,3539,COAST,MOMBASA,,,,,,,4,MISS,,
,,51,SEIFFEE FOUND DISP,4357,COAST,MOMBASA,,,,,,,4,MISS,,
39.743165,-3.976707,52,SHANZU HADIEK COLLEGE DISP,672,COAST,MOMBASA,KISAUNI,BAMBURI,SHANZU,39.743165,-3.976707,SUBLOC CENTROID,4,LA,,
39.637669,-4.11276,53,SHIKA ADABU DISP,674,COAST,MOMBASA,LIKONI,SHIKA ADABU,VIJIWENI,39.637669,-4.112760,AMKENI,4,MOH,,
39.742418,-3.956292,54,SHIMO LA TEWA DISP,675,COAST,MOMBASA,KISAUNI,BAMBURI,SHANZU,39.742418,-3.956292,DDP,4,MOH,,
39.667547,-4.071958,55,STATE HOUSE DISP,676,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),39.667547,-4.071958,DSA/DFH(MOH)-UNFPA REPORT,4,MOH,,
39.65792,-4.117456,56,STELLA MARIE DISP,677,COAST,MOMBASA,LIKONI,SHIKA ADABU,VIJIWENI,39.657920,-4.117456,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,,
39.657845,-4.094899,57,TIMBWANI CONSOLATA SISTERS DISPE,3956,COAST,MOMBASA,LIKONI,LIKONI,TIMBWANI,39.657845,-4.094899,SUBLOC CENTROID,4,MISS,,
39.661421,-4.029273,58,TUDOR HEALTH CENTRE,678,COAST,MOMBASA,ISLAND,TUDOR,TUDOR,39.661421,-4.029273,DDP,3,MOH,,
39.68143,-4.068035,59,UKUMBUSHO CPK HOSP,702,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),39.681430,-4.068035,DSA/DFH(MOH)-UNFPA REPORT,1,MISS,,
39.72,-3.97,60,UTANGE DISP,679,COAST,MOMBASA,KISAUNI,BAMBURI,MWEMBE LEGEZA,39.720000,-3.970000,ILRI VILLAGES,4,LA,,
39.718534,-3.979314,61,UTANGE REFUGEE CAMP DISP,,COAST,MOMBASA,KISAUNI,BAMBURI,MWEMBE LEGEZA,39.718534,-3.979314,SUBLOC CENTROID,4,NGO,,
39.6,-4.06546,62,WATAMU DISP,558,COAST,MOMBASA,LIKONI,MTONGWE,MTONGWE,39.600000,-4.065460,ILRI MKT CENTRES,4,MOH,,
,,63,ZIWA-LA-NGOMBE DISP,3922,COAST,MOMBASA,,,,,,,4,MOH,,
38.654357,-3.67546,,BUGUTA DISP,,COAST,TAITA TAVETA,VOI,KASIGAU,BUGUTA,38.654357,-3.675460,SUBLOC CENTROID,4,MOH,,
38.315701,-3.50013,1,BURA DISP,704,COAST,TAITA TAVETA,MWATATE,BURA,NYOLO,38.315701,-3.500130,DANIDA,4,MOH,,
38.289771,-3.504139,2,BURA MISSION DISP,705,COAST,TAITA TAVETA,MWATATE,BURA,NYOLO,38.289771,-3.504139,DDP,4,MISS,,
37.736031,-3.29582,3,CHALA DISP,706,COAST,TAITA TAVETA,TAVETA,CHALA,CHALA,37.736031,-3.295820,DANIDA,4,MOH,,
37.694258,-3.438287,4,ELDORO MISSION DISP,707,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KIMORIGO,37.694258,-3.438287,DDP,4,MISS,,
38.446301,-3.28928,5,GHAZI DISP,708,COAST,TAITA TAVETA,TAUSA,NGOLIA,GHAZI,38.446301,-3.289280,DANIDA,4,MOH,,
38.60778,-3.51759,6,KAJIRE DISP,2883,COAST,TAITA TAVETA,VOI,SAGALLA,KISHAMBA(VOI),38.607780,-3.517590,DANIDA,4,MOH,,
38.3438,-3.3842,7,KASIGAU HEALTH CENTRE,732,COAST,TAITA TAVETA,WUNDANYI,WERUGHA,MLONDO,38.343800,-3.384200,DANIDA,3,MOH,,
37.69194,-3.46046,8,KIMORIGO DISP,710,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KIMORIGO,37.691940,-3.460460,DANIDA,4,MOH,,
38.323799,-3.2783,9,KISHUSHE DISP,711,COAST,TAITA TAVETA,WUNDANYI,KISHUSHE,KISHUSHE,38.323799,-3.278300,DANIDA,4,MOH,,
37.613098,-3.44028,10,KITOBO DISP,2884,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KITOBO,37.613098,-3.440280,DANIDA,4,MOH,,
37.63136,-3.455871,11,KITOBO DISP,,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KITOBO,37.631360,-3.455871,SUBLOC CENTROID,4,MISS,,
38.681469,-3.81333,12,MAKWASINJI DISP,4655,COAST,TAITA TAVETA,VOI,KASIGAU,MAKWASINYI,38.681469,-3.813330,DANIDA,4,MOH,,
38.477242,-3.089864,13,MANYANI DISP,3313,COAST,TAITA TAVETA,TSAVO N. PARK,TSAVO N. PARK,TSAVO N. PARK,38.477242,-3.089864,ILRI MKT CENTRES,4,MOH,,
38.659203,-3.674076,,MARUNGU DISP,,COAST,TAITA TAVETA,VOI,KASIGAU,BUGUTA,38.659203,-3.674076,SUBLOC CENTROID,4,MISS,,
37.7561,-3.47483,14,MATA DISP,714,COAST,TAITA TAVETA,TAVETA,JIPE,MATA,37.756100,-3.474830,DANIDA,4,MOH,,
38.383011,-3.3793,15,MBALE HEALTH CENTRE,733,COAST,TAITA TAVETA,WUNDANYI,MBALE,MBALE CENTRAL,38.383011,-3.379300,DANIDA,3,MOH,,
38.313862,-3.40141,16,MGANGE DISP,715,COAST,TAITA TAVETA,WUNDANYI,MGANGE,MGANGE NYIKA,38.313862,-3.401410,DANIDA,4,MOH,,
38.32,-3.39,17,MGANGE DISP,,COAST,TAITA TAVETA,WUNDANYI,WERUGHA,WERUGHA,38.320000,-3.390000,ILRI VILLAGES,4,MISS,,
38.2421,-3.4314,18,MNENGWA  DISP,4008,COAST,TAITA TAVETA,MWATATE,MWAKITAU,GODOMA(TAVETA),38.242100,-3.431400,PSI,4,MOH,,
38.56205,-3.39091,19,MOI VOI DISTRICT HOSPITAL,739,COAST,TAITA TAVETA,VOI,VOI,KALOLENI(TAVETA),38.562050,-3.390910,DANIDA,1,MOH,,
38.37886,-3.45746,20,MPINZINYI HEALTH CENTRE,734,COAST,TAITA TAVETA,MWATATE,KISHAMBA,KAYA/ILOLE,38.378860,-3.457460,DANIDA,3,MOH,,
38.290909,-3.43486,21,MRUGUA DISP,717,COAST,TAITA TAVETA,MWATATE,BURA,MURUGUA,38.290909,-3.434860,DANIDA,4,MOH,,
38.408401,-3.4139,22,MSAU DISP,718,COAST,TAITA TAVETA,TAUSA,RONGE,MSAU/RAHAI,38.408401,-3.413900,DANIDA,4,MOH,,
38.136189,-3.40801,23,MWAKITAU DISP,719,COAST,TAITA TAVETA,MWATATE,MWAKITAU,MWAKITAU,38.136189,-3.408010,DANIDA,4,MOH,,
38.431301,-3.35282,24,MWAMBIRWA DISP,720,COAST,TAITA TAVETA,MWAMBIRWA,RONGE JUU,KISHAU/KIWETO,38.431301,-3.352820,DANIDA,4,MOH,,
38.285809,-3.40195,25,MWANDA DISP,721,COAST,TAITA TAVETA,WUNDANYI,MWANDA,KISHAMBA(WUNDANYI),38.285809,-3.401950,DANIDA,4,MOH,,
38.368629,-3.50728,26,MWATATE HEALTH CENTRE,735,COAST,TAITA TAVETA,MWATATE,MWACHABO,MWACHABO,38.368629,-3.507280,DANIDA,3,MOH,,
38.477959,-3.297,27,NDOME DISP,723,COAST,TAITA TAVETA,TAUSA,NGOLIA,NDOME,38.477959,-3.297000,DANIDA,4,MOH,,
38.551224,-3.394956,35,NDOVU DISP,727,COAST,TAITA TAVETA,VOI,VOI,MWANGEA,38.551224,-3.394956,ILRI MKT CENTRES,4,MOH,,
37.725128,-3.19,28,NJUKINI DISP,724,COAST,TAITA TAVETA,TAVETA,NJUKINI,NJUKINI(TAVETA),37.725128,-3.190000,DANIDA,4,MOH,,
38.380901,-3.33836,29,NYACHE HEALTH CENTRE,736,COAST,TAITA TAVETA,WUNDANYI,WUMINGU,NYACHE,38.380901,-3.338360,DANIDA,3,MOH,,
38.3335,-3.43297,30,SAGAIGU DISP,2881,COAST,TAITA TAVETA,MWATATE,BURA,SAGHAIGU,38.333500,-3.432970,DANIDA,4,MOH,,
38.582191,-3.49354,31,SAGALA HEALTH CENTRE,737,COAST,TAITA TAVETA,VOI,SAGALLA,TERI,38.582191,-3.493540,DANIDA,3,MOH,,
38.46846,-3.43161,32,SHELEMBA DISP,725,COAST,TAITA TAVETA,TAUSA,RONGE,RONG'E NYIKA,38.468460,-3.431610,DANIDA,4,MOH,,
38.50169,-3.34175,33,TAUSA DISP,3923,COAST,TAITA TAVETA,TAUSA,MBOLOLO,TAUSA,38.501690,-3.341750,DANIDA,4,MOH,,
37.67725,-3.3987,34,TAVETA DISTRICT HOSPITAL,740,COAST,TAITA TAVETA,TAVETA,BOMANI,MBOGHONI,37.677250,-3.398700,DANIDA,1,MOH,,
,,,VIGOMBONYI DISP,,COAST,TAITA TAVETA,,,,,,,4,MISS,,
38.639858,-3.81356,36,WERUGHA DISP,729,COAST,TAITA TAVETA,VOI,KASIGAU,RUKANGA(TAVETA),38.639858,-3.813560,DANIDA,4,MOH,,
38.342159,-3.40885,37,WESU DISTRICT HOSPITAL,741,COAST,TAITA TAVETA,WUNDANYI,WUNDANYI,WUNDANYI,38.342159,-3.408850,DANIDA,1,MOH,,
38.359781,-3.41828,38,WUNDANYI HEALTH CENTRE,738,COAST,TAITA TAVETA,WUNDANYI,WUNDANYI,WUNDANYI,38.359781,-3.418280,DDP,3,MOH,,
38.354562,-3.469733,39,WUSI WUKESIA DISP,730,COAST,TAITA TAVETA,MWATATE,CHAWIA,CHAWIA,38.354562,-3.469733,DDP,4,MISS,,
39.014671,-0.151968,1,ASAKO DISP,1188,COAST,TANA RIVER,BANGALE,MBALAMBALA,ASAKO,39.014671,-0.151968,SUBLOC CENTROID,4,MOH,,
39.424629,-2.05182,2,ASSA DISP,742,COAST,TANA RIVER,GARSEN,ASSA,ASSA,39.424629,-2.051820,DANIDA,4,MOH,,
39.016659,-0.72541,3,BANGALE DISP,743,COAST,TANA RIVER,BANGALE,BANGALE,BANGALE,39.016659,-0.725410,DANIDA,4,MOH,,
39.91806,-1.084244,4,BURA CATHOLIC DISP(TANA RIVER),744,COAST,TANA RIVER,BURA,CHEWELE,WADESA,39.918060,-1.084244,ILRI MKT CENTRES,4,MISS,,
39.838829,-1.18281,5,BURA HEALTH CENTRE,791,COAST,TANA RIVER,BURA,BURA,METI,39.838829,-1.182810,DANIDA,3,MOH,,
39.82103,-1.18688,6,BURA NYS DISP,745,COAST,TANA RIVER,BURA,BURA,METI,39.821030,-1.186880,DANIDA,4,MOH,,
40.02169,-1.43728,7,CHEWANI DISP,748,COAST,TANA RIVER,GALORE,CHEWANI,CHEWANI,40.021690,-1.437280,DANIDA,4,MOH,,
39.951618,-1.158,8,CHEWELE DISP,749,COAST,TANA RIVER,BURA,CHEWELE,CHEWELE,39.951618,-1.158000,DANIDA,4,MOH,,
39.164769,-1.191098,9,CHIFIRI DISP,,COAST,TANA RIVER,GALORE,CHIFIRI,CHIFIRI,39.164769,-1.191098,DDP,4,MOH,,
39.45,-1.57,10,DABA DISP,750,COAST,TANA RIVER,GALORE,WAYU,WAYU,39.450000,-1.570000,ILRI VILLAGES,4,MISS,,
,,11,DARASA DISP,,COAST,TANA RIVER,,,,,,,4,MISS,,
39.11,-2.97,12,ELDORO DISP(TANA RIVER),751,COAST,TANA RIVER,TSAVO E  N .PARK,TSAVO E  N .PARK,TSAVO E N PARK,39.110000,-2.970000,ILRI VILLAGES,4,MISS,,
40.02795,-1.499007,13,EMMAUS DISP,752,COAST,TANA RIVER,GALORE,KIARIKUNGU,KIARIKUNGU,40.027950,-1.499007,ILRI MKT CENTRES,4,MISS,,
40.10762,-2.27091,14,GARSEN HEALTH CENTRE,792,COAST,TANA RIVER,GARSEN,BILISA,CHIRA,40.107620,-2.270910,DANIDA,3,MOH,,
40.030251,-1.4988,15,HOLA DISTRICT HOSPITAL,795,COAST,TANA RIVER,GALORE,KIARIKUNGU,KIARIKUNGU,40.030251,-1.498800,DANIDA,1,MOH,,
40.03208,-1.512465,16,HOLA MISSION DISP,2454,COAST,TANA RIVER,GALORE,ZUBAKI,HOLA,40.032080,-1.512465,SUBLOC CENTROID,4,MISS,,
39.918406,-1.084244,17,HURUMA DISP,753,COAST,TANA RIVER,BURA,CHEWELE,WADESA,39.918406,-1.084244,ILRI MKT CENTRES,4,MISS,,
40.122978,-2.29391,18,IDSOWE DISP,754,COAST,TANA RIVER,GARSEN,BILISA,GARSEN,40.122978,-2.293910,DANIDA,4,MOH,,
40.453161,-2.473381,19,KAU DISP,755,COAST,TANA RIVER,KIPINI,KILELENGWANI,KAU,40.453161,-2.473381,SUBLOC CENTROID,4,MOH,,
39.9648,-1.47434,20,KIARUKUNGU DISP,756,COAST,TANA RIVER,GALORE,KALKACHA,DAYATE,39.964800,-1.474340,1:50000 MAPS,4,MISS,,
40.216583,-2.422858,21,KIPAO DISP,,COAST,TANA RIVER,GARSEN,KIPAO,KIPAO,40.216583,-2.422858,SUBLOC CENTROID,4,MOH,,
,,22,KIPE DISPESARY,757,COAST,TANA RIVER,,,,,,,4,MOH,,
40.541761,-2.5308,23,KIPINI HEALTH CENTRE,793,COAST,TANA RIVER,KIPINI,KIPINI,KIPINI,40.541761,-2.530800,DANIDA,3,MOH,,
39.359733,-0.19679,24,KORATI DISP,2506,COAST,TANA RIVER,BANGALE,BUWA,KORATI,39.359733,-0.196790,SUBLOC CENTROID,4,MOH,,
39.607311,-0.47267,25,MADOGO HEALTH CENTRE,794,COAST,TANA RIVER,MADOGO,MADOGO,MADOGO,39.607311,-0.472670,DANIDA,3,MOH,,
40.1135,-1.903,26,MAJENGO DISP,758,COAST,TANA RIVER,WENJE,GWANO,HARA(TRIVER),40.113500,-1.903000,ILRI MKT CENTRES,4,MOH,,
40.000669,-1.3372,27,MAKERE DISP,760,COAST,TANA RIVER,GALORE,MAKERE,BUBU,40.000669,-1.337200,DANIDA,4,MOH,,
40.009009,-1.331081,28,MAKERE DISP,3817,COAST,TANA RIVER,GALORE,MAKERE,BUBU,40.009009,-1.331081,1:50000 MAPS,4,MISS,,
40.07,-2.12,29,MAREMBO DISP,,COAST,TANA RIVER,GARSEN,MWINA,SERA,40.070000,-2.120000,ILRI VILLAGES,4,MOH,,
,,30,MARIAMU DISP,762,COAST,TANA RIVER,,,,,,,4,MISS,,
39.92,-1.1,31,MARYKNOLL DISP,763,COAST,TANA RIVER,BURA,CHEWELE,WADESA,39.920000,-1.100000,ILRI VILLAGES,4,MISS,,
,,32,MAS DISP,764,COAST,TANA RIVER,,,,,,,4,MOH,,
40.00832,-1.50592,33,MAUMAU SEC SUB-HEALTH CENTRE,761,COAST,TANA RIVER,GALORE,KIARIKUNGU,KIARIKUNGU,40.008320,-1.505920,DANIDA,3,MOH,,
40.135109,-2.18453,34,MAZIWA DISP,797,COAST,TANA RIVER,GARSEN,MWINA,SERA,40.135109,-2.184530,DANIDA,4,MOH,,
39.066174,-1.134399,35,MBALAMBALA DISP,765,COAST,TANA RIVER,GALORE,CHIFIRI,CHIFIRI,39.066174,-1.134399,ILRI MKT CENTRES,4,MOH,,
,,36,MGENO DISP,766,COAST,TANA RIVER,,,,,,,4,MOH,,
,,37,MHEZUNI DISP,767,COAST,TANA RIVER,,,,,,,4,MOH,,
,,38,MINIJILA DISP,4392,COAST,TANA RIVER,,,,,,,4,MOH,,
40.149052,-1.97791,39,MNAZINI DISP,768,COAST,TANA RIVER,GARSEN,NDERA,BAOMO,40.149052,-1.977910,DANIDA,4,MOH,,
